Iteration	end_1	end_2	end_3	end_4	end_5	end_6	end_7	end_8	end_9	end_10	end_11	end_12	end_13	end_14	end_15	end_16	end_17	end_18	end_19	end_20	end_21	end_22	end_23	end_24	end_25	end_26	end_27	end_28	end_29	end_30	end_31	end_32	end_33	end_34	end_35	end_36	end_37	end_38	end_39	end_40	end_41	end_42	end_43	end_44	end_45	end_46	end_47	end_48	end_49	end_50	end_51	end_52	end_53	end_54	end_55	end_56	end_57	end_58	end_59	end_60	end_61	end_62	end_63	end_64	end_65	end_66	end_67	end_68	end_69	end_70	end_71	end_72	end_73	end_74	end_75	end_76	end_77	end_78	end_79	end_80	end_81	end_82	end_83	end_84	end_85	end_86	end_87	end_88	end_89	end_90	end_91	end_92	end_93	end_94	end_95	end_96	end_97	end_98	end_99	end_100	end_101	end_102	end_103	end_104	end_105	end_106	end_107	end_108	end_109	end_110	end_111	end_112	end_113	end_114	end_115	end_116	end_117	end_118	end_119	end_120	end_121	end_122	end_123	end_124	end_125	end_126	end_127	end_128	end_129	end_130	end_131	end_132	end_133	end_134	end_135	end_136	end_137	end_138	end_139	end_140	end_141	end_142	end_143	end_144	end_145	end_146	end_147	end_148	end_149	end_150	end_151	end_152	end_153	end_154	end_155	end_156	end_157	end_158	end_159	end_160	end_161	end_162	end_163	end_164	end_165	end_166	end_167	end_168	end_169	end_170	end_171	end_172	end_173	end_174	end_175	end_176	end_177	end_178	end_179	end_180	end_181	end_182	end_183	end_184	end_185	end_186	end_187	end_188	end_189	end_190	end_191	end_192	end_193	end_194	end_195	end_196	end_197	end_198	end_199	end_200	end_201	end_202	end_203	end_204	end_205
32000	0	2	2	2	0	2	2	2	2	2	0	2	1	0	0	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	0	1	0	3	2	0	2	2	2	2	2	1	2	2	2	2	0	3	3	2	2	2	3	2	2	2	3	3	3	3	3	3	3	3	3	3	0	2	2	2	2	2	2	2	0	2	2	3	3	3	3	2	3	0	3	3	3	3	0	0	3	2	3	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	2	0	0	0	0	2	2	2	2	2	2	2	2	0	0	0	0	1	1
32200	0	0	0	2	2	2	2	2	2	2	0	0	1	0	0	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	2	3	2	0	2	2	0	2	2	3	2	2	2	2	2	1	3	2	2	2	3	2	2	2	3	3	3	3	3	3	3	3	3	3	2	2	2	0	0	0	0	2	2	2	2	2	3	3	3	2	3	2	3	3	3	3	2	2	3	2	3	2	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	0	0	0	2	2	2	2	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	2	0	0	0	0	2	2	2	2	2	2	0	0	0	0	0	0	0	0
32400	0	2	2	2	2	2	2	2	2	2	0	0	1	0	2	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	2	3	2	2	2	2	2	2	2	3	2	2	2	2	2	3	3	2	2	2	3	2	3	2	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	2	3	2	3	3	3	3	2	2	3	2	3	2	0	0	0	0	0	0	0	0	0	0	0	2	3	2	2	2	3	3	3	3	3	3	3	3	2	3	3	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	2	0	0	0	0	2	2	2	2	2	2	2	2	0	0	0	0	0	0
32600	0	0	0	2	2	2	2	2	2	2	0	0	1	0	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	0	3	2	3	2	2	2	2	2	2	2	3	2	2	2	2	2	3	3	2	2	2	3	2	3	2	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	2	3	2	3	3	3	3	2	2	3	2	3	2	0	2	0	0	0	0	0	0	0	0	0	2	2	2	2	2	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	2	0	0	0	0	2	2	2	2	2	2	0	0	0	0	0	0	0	0
32800	0	2	2	2	2	2	2	2	2	2	0	0	1	0	0	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	0	1	0	1	2	0	2	2	2	2	2	3	2	2	2	2	2	3	3	2	2	2	3	2	2	2	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	0	2	2	2	2	2	3	3	3	3	2	3	2	3	3	3	3	2	2	3	2	3	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	0	2	2	2	2	2	2	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	0	0	0	0	2	2	2	2	2	2	2	2	0	0	0	0	1	1
33000	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	2	3	2	2	2	2	2	2	2	3	2	2	2	2	2	3	3	2	2	2	3	2	2	2	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	2	3	2	3	3	3	3	2	2	3	2	3	2	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33200	0	2	2	2	2	2	2	2	2	2	0	0	1	0	0	3	3	3	3	3	3	3	1	3	3	3	3	3	3	3	3	1	0	1	2	1	2	2	2	2	2	2	2	3	2	2	0	2	2	3	3	2	2	2	3	2	2	0	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	0	2	2	3	3	3	2	3	2	3	3	3	3	2	2	3	2	3	2	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	0	0	0	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	2	0	0	0	0	2	2	2	2	2	2	2	2	0	0	0	0	0	0
33400	0	0	0	2	2	2	2	2	2	2	0	0	1	0	0	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	2	3	2	3	2	2	2	2	2	2	2	3	2	2	2	2	2	3	3	2	2	2	3	2	2	2	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	0	2	2	2	3	3	3	2	3	0	3	3	3	3	2	2	3	2	3	2	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	3	3	3	2	2	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	2	0	0	0	0	2	2	2	2	2	2	0	0	0	0	0	0	0	0
33600	0	0	0	2	2	2	2	2	2	2	2	2	1	0	0	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	2	3	0	1	0	0	2	2	2	2	2	3	2	2	2	2	0	3	3	2	2	2	3	2	2	2	1	3	3	3	3	3	3	3	3	3	2	2	2	0	2	2	2	2	2	2	2	2	3	3	3	2	1	2	3	3	3	3	0	2	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	3	3	3	3	3	3	3	3	2	3	3	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	2	0	0	0	2	2	2	2	2	2	2	2	2	2	0	0	0	0	0
33800	0	2	0	0	0	0	0	0	0	0	0	2	1	0	0	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	2	3	2	1	2	2	2	2	2	2	2	3	2	2	2	2	2	3	3	2	2	2	3	2	2	0	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	2	3	2	3	3	3	3	2	2	3	2	3	2	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	3	3	3	3	3	3	3	3	2	3	3	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
34000	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	2	1	0	1	2	2	2	2	2	2	2	3	2	2	2	2	2	3	3	2	2	2	3	2	2	2	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	2	3	2	3	3	3	3	2	2	3	2	3	2	0	2	0	0	0	2	0	0	0	0	0	2	2	2	2	2	3	3	3	3	3	3	3	3	2	3	3	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
34200	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	0	3	0	1	2	2	2	2	2	2	2	3	2	2	2	2	2	3	3	2	2	2	3	2	2	2	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	2	3	2	3	3	3	3	2	2	3	2	3	2	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
34400	0	0	0	2	2	2	2	2	2	2	0	0	1	0	0	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	0	1	0	3	0	2	0	2	2	2	2	3	2	2	2	2	2	3	3	2	2	2	3	2	2	2	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	0	2	0	2	3	3	3	3	2	3	2	3	3	3	3	2	2	3	2	3	2	0	0	0	0	0	0	2	0	0	0	0	2	2	2	2	2	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	0	0	0	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	0	0	0	0	0	0	2	2	2	2	2	2	0	0	0	0	0	0	0	0
34600	0	0	0	0	0	2	2	2	2	2	0	0	1	0	0	3	3	3	3	1	3	3	1	3	3	3	3	3	3	3	3	1	0	1	2	3	0	2	2	2	2	2	2	3	2	2	2	2	2	1	1	2	2	2	1	2	3	2	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	0	2	2	2	3	3	3	2	3	2	3	3	3	3	2	2	3	2	1	2	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	3	3	3	3	3	3	3	3	2	3	3	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	0	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	0	2	2	2	2	0	0	0	0	0	0	0	0	0	0
34800	0	2	2	2	2	2	2	2	2	2	2	2	1	0	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	1	2	3	2	2	2	2	2	2	2	3	2	2	2	2	0	3	3	2	2	2	3	2	2	2	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	2	3	2	3	3	2	3	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	0	0	0	2	2	2	2	2	2	2	2	2	2	0	0	0	0	0
35000	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	0	3	2	3	2	2	2	0	2	2	2	3	2	2	2	2	2	3	3	2	2	2	3	2	2	2	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	2	3	2	3	3	3	3	2	0	3	2	3	2	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
35200	2	2	2	2	2	2	2	2	2	2	2	2	1	0	0	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	2	3	2	3	2	2	2	2	2	2	2	3	2	2	2	2	2	3	3	2	2	2	3	2	3	2	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	2	3	2	3	3	3	3	2	2	3	2	3	2	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	2	2	3	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2	2	0	0	0	0
35400	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	0	1	0	1	2	2	2	2	2	2	2	3	2	2	2	2	2	3	3	2	2	2	3	2	2	2	3	1	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	2	3	2	3	3	3	3	2	2	3	2	3	2	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	3	3	3	3	3	3	3	3	2	3	3	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	1	1	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
35600	0	0	0	2	2	2	2	2	2	2	0	0	1	0	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	2	3	2	2	2	2	2	2	2	3	2	2	2	2	2	3	3	2	2	2	3	2	2	2	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	0	2	0	2	3	3	3	3	2	3	2	3	3	3	3	2	2	3	2	3	2	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	0	0	0	2	2	2	2	2	2	0	0	0	0	0	0	0	0
35800	0	2	2	2	2	2	2	2	2	2	2	2	1	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	1	2	3	2	2	2	2	2	2	2	3	2	2	2	2	2	3	3	2	2	2	3	2	2	2	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	2	3	2	3	3	3	3	2	2	3	2	3	2	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	3	3	3	2	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	0	0	0	0	0
36000	0	0	0	2	2	2	2	2	2	2	0	0	1	0	0	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	0	1	2	3	2	0	0	2	2	2	2	3	2	2	2	2	2	3	3	2	2	2	3	0	2	2	3	1	3	3	3	3	3	3	3	3	0	2	2	2	2	2	2	2	2	2	0	2	3	3	3	2	3	2	3	3	3	3	2	2	1	2	3	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	0	2	2	2	2	2	2	0	0	0	0	0	0	0	0
36200	0	0	2	2	2	2	2	2	2	2	0	0	1	0	0	3	3	3	3	3	3	3	1	3	3	3	1	3	3	3	3	1	0	3	0	3	0	0	2	0	2	0	0	1	2	2	2	2	2	3	3	2	2	2	3	2	0	2	1	3	3	3	3	3	3	3	3	3	2	0	0	2	2	2	2	2	2	2	2	3	3	3	3	2	1	2	3	3	3	3	2	0	3	2	3	2	0	0	0	0	0	0	2	0	0	0	0	2	2	2	2	2	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	0	2	2	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	0	0	0	0	2	2	2	2	2	2	2	2	0	0	0	0	0	0
36400	2	2	2	0	0	2	2	2	0	2	2	0	1	0	0	3	3	3	3	3	3	3	3	3	3	3	3	3	1	3	3	1	0	1	0	1	2	0	2	2	2	2	2	3	2	2	2	2	2	3	3	2	2	2	3	2	2	0	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	2	3	2	3	3	3	3	0	2	3	2	3	2	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	3	3	3	2	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	0	0	0	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	0	0	0	0
36600	0	2	2	2	2	2	2	2	2	2	0	0	1	0	0	1	3	3	3	3	3	3	1	3	3	3	3	1	1	3	3	1	2	3	2	1	0	0	0	0	2	2	2	1	2	2	2	2	2	3	3	2	2	2	3	0	2	2	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	0	2	2	2	3	3	3	3	2	3	2	3	3	3	3	0	2	3	2	3	2	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	0	0	0	0	2	2	2	2	2	2	2	2	0	0	0	0	0	0
36800	0	2	0	0	2	2	2	2	2	2	0	0	1	0	0	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	0	1	0	1	2	2	2	2	2	2	2	3	2	2	2	2	2	3	3	2	2	2	3	2	2	2	3	3	3	3	1	3	3	3	3	3	2	2	2	2	2	2	0	2	2	2	2	2	3	3	3	2	3	2	3	3	3	3	2	2	3	2	1	2	0	2	0	0	0	0	0	0	0	0	0	2	2	2	2	2	3	3	3	3	3	3	3	3	2	3	3	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	1	0	0	0	0	0	2	2	2	2	2	2	0	0	0	0	0	0	0	0
37000	0	0	0	2	2	2	2	2	2	2	0	0	1	0	0	3	3	3	3	3	3	3	3	3	3	1	3	3	3	3	1	1	0	1	0	1	2	0	2	2	2	2	2	3	2	2	2	2	2	3	3	0	2	2	3	2	2	2	3	3	3	3	3	3	3	3	3	3	2	2	2	0	2	2	2	2	2	0	2	2	3	3	3	2	3	2	3	3	0	1	0	2	3	0	3	2	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	3	3	3	3	3	3	3	2	3	3	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	1	1	0	0	0	2	2	2	2	2	2	0	0	0	0	0	0	0	0
37200	0	2	2	2	2	2	2	2	2	2	0	0	1	2	0	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	0	1	2	1	2	2	2	2	2	2	2	3	2	2	2	2	2	3	3	2	3	2	3	2	2	2	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	2	3	2	3	3	3	3	2	2	1	2	3	2	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	3	3	3	3	3	3	3	3	2	3	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	3	3	3	3	2	2	2	2	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	1	0	0	0	1	0	2	2	2	2	2	2	2	2	0	0	1	0	0	0
37400	0	2	2	2	2	2	2	0	2	2	0	0	1	0	0	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	0	1	0	1	2	2	2	2	2	2	0	3	2	2	2	2	2	3	3	2	2	2	3	2	2	2	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	2	3	2	3	3	3	3	2	2	3	2	3	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	1	1	0	0	0	0	2	2	2	2	2	2	2	2	0	0	0	0	0	0
37600	2	2	2	2	2	2	2	2	2	2	2	2	1	0	0	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	0	1	0	1	2	2	2	2	2	2	2	3	2	2	2	2	2	3	3	2	2	2	3	2	3	2	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	2	3	2	3	3	3	3	2	2	3	2	3	2	0	0	0	0	2	2	2	2	2	0	0	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	2	2	2	3	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	3	3	1	1	1	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	0	1	1	1	1
37800	0	2	2	2	2	2	2	2	2	2	2	2	1	0	0	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	0	1	0	1	2	2	2	2	2	2	2	3	2	2	2	2	2	3	3	2	2	2	3	2	2	2	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	2	3	2	3	3	3	3	2	2	3	2	3	2	2	2	0	0	0	0	0	0	0	0	0	2	2	2	2	2	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	0	0	0	0
38000	0	0	0	0	0	2	2	2	2	2	0	0	1	0	0	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	2	3	2	2	2	2	2	2	2	3	2	2	2	2	2	3	3	2	2	2	3	2	2	2	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	2	3	2	3	3	3	3	2	2	3	2	3	2	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	3	3	3	3	3	3	3	3	2	3	3	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	2	0	0	0	0	2	2	2	2	0	0	0	0	0	0	0	0	0	0
